k1,k2,ka,k1_avg,k2_avg,ka_avg,ζ_avg,prob_avg,λ1_avg,λ2_avg,λa_avg,σ_λ1,σ_λ2,σ_λa
7.0,67.0,37.0,7.018800000000001,67.0632,37.04099999999999,-0.335391,0.0,0.7370019,41.45368742,27.52247844,0.0687979,1.76448425,0.57967566
7.0,69.0,38.0,6.99,69.05999999999999,38.025,-0.35883165,0.0,0.74837397,45.56224406,29.20523568,0.09216094,0.82492686,0.14158389
7.0,71.0,39.0,6.9652,71.1844,39.074799999999996,-0.36300659,0.0,0.80161775,46.91637406,29.8526138,0.18557701,1.98985055,0.49714696
7.0,73.0,40.0,7.1171999999999995,72.90719999999999,40.01219999999999,-0.36021992,0.0,0.79108215,47.64958359,30.40468079,0.10689752,3.00657918,0.82437406
7.0,75.0,41.0,7.0280000000000005,75.1292,41.0786,-0.36291519,0.0,0.70755101,49.51975263,31.52680063,0.12178064,1.75214395,0.56086418
7.0,77.0,42.0,7.0,76.99440000000001,41.9972,-0.37579897,0.0,0.78955243,51.60300249,32.20133211,0.09652023,1.59394919,0.76777814
7.0,79.0,43.0,6.942,79.124,43.033,-0.37144949,0.0,0.67390862,52.88484799,33.22047242,0.07338493,1.93551013,0.64374432
7.0,81.0,44.0,6.9224000000000006,80.7104,43.8164,-0.37744357,0.0,0.73238966,54.04286988,33.63162865,0.06722124,1.59388447,0.56197158
7.0,83.0,45.0,6.9736,83.048,45.01079999999999,-0.37182959,0.0,0.75937576,54.93057512,34.48943985,0.05811541,2.04161042,0.92661641
7.0,85.0,46.0,6.977199999999999,85.1072,46.0422,-0.38088609,0.0,0.74572565,57.6283919,35.64854154,0.16643435,2.36501236,0.85717388
7.0,87.0,47.0,6.9732,86.71400000000001,46.843599999999995,-0.38653727,0.0,0.78399293,59.6082113,36.52825187,0.07314639,2.42524809,0.57222578
7.0,89.0,48.0,6.961999999999999,89.2688,48.1154,-0.39333971,0.0,0.72407862,62.2155845,37.71406262,0.08362922,2.47365929,0.78024665
7.0,91.0,49.0,6.953999999999999,90.96880000000002,48.9614,-0.39403606,0.0,0.71798825,63.67241521,38.55777165,0.09193538,2.28764449,0.63935722
7.0,93.0,50.0,7.0616,93.19399999999999,50.12779999999999,-0.39762449,0.0,0.73531093,66.0263344,39.758803,0.09389472,1.66273449,0.46950614
7.0,95.0,51.0,6.989999999999999,94.98479999999999,50.9874,-0.39032899,0.0,0.73065232,65.71151997,40.05502201,0.09987895,1.4404393,0.59026583
7.0,97.0,52.0,6.9732,97.23240000000001,52.1028,-0.39794657,0.0,0.68591428,68.38266911,41.15010451,0.15671955,2.63981883,1.06668981
7.0,99.0,53.0,6.964799999999999,98.9852,52.975,-0.39720292,0.0,0.71046079,68.93486651,41.5304613,0.11295139,2.50200264,0.92310543
7.0,101.0,54.0,7.015600000000001,100.742,53.8788,-0.40394956,0.0,0.75689366,71.50804981,42.60437707,0.08887827,2.511123,1.03300817
7.0,103.0,55.0,7.008800000000001,103.21759999999999,55.113200000000006,-0.40413185,0.0,0.69934728,73.47930996,43.76981297,0.09118863,2.26401169,0.96018934
7.0,105.0,56.0,7.046799999999999,105.4684,56.257600000000004,-0.41473624,0.0,0.7308416,77.52004456,45.35364258,0.08180537,1.94551776,0.60156203
7.0,107.0,57.0,7.036800000000001,107.332,57.184400000000004,-0.40891839,0.0,0.76339399,76.76094932,45.34969143,0.0778149,3.16012782,1.36516166
7.0,109.0,58.0,7.0052,109.35880000000002,58.181999999999995,-0.41840914,0.0,0.68421277,80.78774891,46.96957807,0.09627324,2.15839893,0.6909951
9.0,5.0,7.0,9.006400000000001,5.049999999999999,7.0282,1.66891837,1.0,1.46162305,0.35059043,3.61014828,0.34915091,0.11186093,0.08346413
9.0,7.0,8.0,8.9312,7.055200000000001,7.9932,3.02720856,1.0,1.21489533,0.77485261,4.37332144,0.4621485,0.10489119,0.08127852
9.0,9.0,9.0,9.0212,9.0368,9.029,2.35842479,1.0,1.42740163,1.19306337,5.17825381,0.4131156,0.39974401,0.07506892
9.0,11.0,10.0,8.986800000000002,10.902800000000001,9.9448,2.41483144,1.0,1.2315295,1.87040578,5.90901835,0.40373765,0.46232066,0.09857677
9.0,13.0,11.0,9.0488,12.9612,11.005,0.95766728,1.0,1.4162651,3.48801757,6.73896815,0.50179496,0.428029,0.12604556
9.0,15.0,12.0,9.0768,14.938000000000002,12.0074,0.8444292,1.0,1.35808069,4.2546947,7.51554886,0.35077014,0.9114882,0.11503416
9.0,17.0,13.0,9.0404,17.031200000000002,13.0358,0.56412634,1.0,1.36873584,5.42313076,8.3426092,0.37184224,0.74465911,0.10240081
9.0,19.0,14.0,9.094800000000001,18.917199999999998,14.006,0.30701979,1.0,1.43859726,7.04524652,9.14846322,0.43080311,0.58902249,0.1362264
9.0,21.0,15.0,9.030000000000001,20.9784,15.0042,0.32203919,1.0,1.31085056,7.6219292,9.96138461,0.42038427,0.89372452,0.13990054
9.0,23.0,16.0,8.930000000000001,23.0484,15.9892,0.15856812,1.0,1.33472441,9.3728225,10.73954151,0.49815305,1.01324347,0.1125615
9.0,25.0,17.0,9.011599999999998,25.0932,17.0524,0.07171824,0.6,1.20086036,10.87822601,11.58784303,0.3914497,0.8869411,0.17055888
9.0,27.0,18.0,8.9244,26.884000000000004,17.9042,0.04866898,0.5,1.3370665,11.88289598,12.27044322,0.43849995,1.46971618,0.18012813
9.0,29.0,19.0,8.919999999999998,28.898800000000005,18.909399999999998,-0.00631086,0.6,1.37055554,13.23148932,13.09229408,0.3969686,0.92725369,0.10575875
9.0,31.0,20.0,8.983600000000001,30.838399999999996,19.910999999999998,-0.09602745,0.1,1.49520942,15.47679585,13.95202684,0.39101024,0.92400432,0.21056125
9.0,33.0,21.0,8.965200000000001,32.9208,20.943,-0.04872128,0.2,1.27539566,15.67116587,14.60625266,0.38088798,2.21596605,0.5473692
9.0,35.0,22.0,9.0476,34.895599999999995,21.971600000000002,-0.07766538,0.2,1.16722527,17.13397705,15.54650953,0.34843074,2.26368152,0.26366252
9.0,37.0,23.0,9.014800000000001,37.0956,23.0552,-0.06923414,0.3,1.2309256,17.83430852,16.43616622,0.39631016,1.98476158,0.27142096
9.0,39.0,24.0,8.911200000000001,39.135200000000005,24.0232,-0.16671018,0.0,1.19086369,20.87637903,17.3494725,0.36872018,1.15229341,0.20420974
