k1,k2,ka,k1_avg,k2_avg,ka_avg,ζ_avg,prob_avg,λ1_avg,λ2_avg,λa_avg,σ_λ1,σ_λ2,σ_λa
9.0,9.0,9.0,9.0,9.0,9.0,0.43296788,1.0,3.44879828,3.44750333,4.96792534,0.03776608,0.037819,0.03093837
9.0,11.0,10.0,9.0,11.0,10.0,0.19242114,1.0,3.44575328,4.8084514,5.73313028,0.04144576,0.04895274,0.04080716
9.0,13.0,11.0,9.0,13.0,11.0,0.04861004,1.0,3.4467157,6.22956062,6.53195404,0.05311576,0.0505975,0.02680591
9.0,15.0,12.0,9.0,15.0,12.0,-0.04965046,0.0,3.44760377,7.70704463,7.32396878,0.04175451,0.06246123,0.04683939
9.0,17.0,13.0,9.0,17.0,13.0,-0.11756715,0.0,3.4410988,9.23182313,8.1461797,0.04346489,0.05922327,0.04829322
9.0,19.0,14.0,9.0,19.0,14.0,-0.16777497,0.0,3.44700825,10.76302441,8.95700157,0.04725263,0.06590837,0.03989545
9.0,21.0,15.0,9.0,21.0,15.0,-0.20799505,0.0,3.43839376,12.36017916,9.78902325,0.05144134,0.08264007,0.06151287
9.0,23.0,16.0,9.0,23.0,16.0,-0.23849258,0.0,3.44507816,13.946709,10.62023006,0.04519607,0.07963706,0.04941446
9.0,25.0,17.0,9.0,25.0,17.0,-0.26375468,0.0,3.43560838,15.56330963,11.45816195,0.04660025,0.08766486,0.04603755
9.0,27.0,18.0,9.0,27.0,18.0,-0.28556087,0.0,3.44276681,17.22742145,12.30769935,0.04444,0.08387896,0.04726101
9.0,29.0,19.0,9.0,29.0,19.0,-0.3030919,0.0,3.44225516,18.87867539,13.15645509,0.0484711,0.10267237,0.05392496
9.0,31.0,20.0,9.0,31.0,20.0,-0.31789735,0.0,3.45205954,20.55211162,14.01840697,0.04179863,0.09739503,0.07091004
9.0,33.0,21.0,9.0,33.0,21.0,-0.32993332,0.0,3.4479816,22.1997884,14.87513097,0.04968395,0.11024375,0.05985007
9.0,35.0,22.0,9.0,35.0,22.0,-0.34187228,0.0,3.45140522,23.92373195,15.74474815,0.04269002,0.09080211,0.0574858
9.0,37.0,23.0,9.0,37.0,23.0,-0.35132385,0.0,3.44531898,25.59939014,16.60549762,0.05131541,0.10545276,0.05584882
9.0,39.0,24.0,9.0,39.0,24.0,-0.35960703,0.0,3.44308184,27.30330237,17.48467314,0.03695687,0.11438462,0.06083793
9.0,41.0,25.0,9.0,41.0,25.0,-0.36836261,0.0,3.44143915,29.08317981,18.36996867,0.04256224,0.09242011,0.0703281
9.0,43.0,26.0,9.0,43.0,26.0,-0.375036,0.0,3.4443088,30.79588956,19.24614816,0.04528694,0.12855099,0.05836038
9.0,45.0,27.0,9.0,45.0,27.0,-0.38122439,0.0,3.44056988,32.51640692,20.1201268,0.03331877,0.1348677,0.05474321
9.0,47.0,28.0,9.0,47.0,28.0,-0.38715537,0.0,3.44574521,34.30437528,21.02311168,0.04329788,0.10500148,0.05920341
9.0,49.0,29.0,9.0,49.0,29.0,-0.39217633,0.0,3.43844701,36.03947003,21.90546352,0.05142865,0.13663406,0.06631447
9.0,51.0,30.0,9.0,51.0,30.0,-0.39749922,0.0,3.43402626,37.82158521,22.78739724,0.04839751,0.13405912,0.07185786
9.0,53.0,31.0,9.0,53.0,31.0,-0.40168479,0.0,3.44840058,39.57616622,23.67883929,0.04012947,0.14844955,0.07255488
9.0,55.0,32.0,9.0,55.0,32.0,-0.40559758,0.0,3.44232147,41.36443058,24.58700143,0.03955209,0.13441309,0.07333277
9.0,57.0,33.0,9.0,57.0,33.0,-0.40903989,0.0,3.44135988,43.13835459,25.49293465,0.04390424,0.12958134,0.08135686
9.0,59.0,34.0,9.0,59.0,34.0,-0.41244664,0.0,3.44432545,44.93461938,26.40134332,0.04872251,0.13701238,0.06563191
9.0,61.0,35.0,9.0,61.0,35.0,-0.4160197,0.0,3.4488113,46.73794006,27.29392534,0.03549189,0.12997855,0.06490007
9.0,63.0,36.0,9.0,63.0,36.0,-0.41921855,0.0,3.43993849,48.53521499,28.18826147,0.03915872,0.13948612,0.08414773
9.0,65.0,37.0,9.0,65.0,37.0,-0.42153601,0.0,3.43947177,50.31976777,29.10803486,0.0424949,0.14101883,0.07080353
9.0,67.0,38.0,9.0,67.0,38.0,-0.42398573,0.0,3.42791345,52.1238496,30.02397456,0.05232967,0.11519019,0.0593821
9.0,69.0,39.0,9.0,69.0,39.0,-0.42715469,0.0,3.44627007,53.98823256,30.92677432,0.04872917,0.15248679,0.08019067
9.0,71.0,40.0,9.0,71.0,40.0,-0.42898712,0.0,3.44620022,55.76226087,31.84086965,0.04325823,0.15240311,0.08190017
9.0,73.0,41.0,9.0,73.0,41.0,-0.43106806,0.0,3.44279597,57.59407152,32.76697538,0.04060032,0.15576959,0.07580103
9.0,75.0,42.0,9.0,75.0,42.0,-0.43329303,0.0,3.44106984,59.50171581,33.71991348,0.04129244,0.14288842,0.06067841
9.0,77.0,43.0,9.0,77.0,43.0,-0.43507212,0.0,3.43811093,61.2794914,34.61836319,0.03814335,0.16472898,0.07139113
9.0,79.0,44.0,9.0,79.0,44.0,-0.43688003,0.0,3.44873521,63.0993917,35.53244174,0.04464156,0.14267358,0.08160877
9.0,81.0,45.0,9.0,81.0,45.0,-0.43858178,0.0,3.44303521,64.92476272,36.44982427,0.04295446,0.17264737,0.08761667
9.0,83.0,46.0,9.0,83.0,46.0,-0.44001436,0.0,3.44983432,66.74993691,37.37892013,0.04971363,0.15859312,0.08744479
9.0,85.0,47.0,9.0,85.0,47.0,-0.4416908,0.0,3.44324156,68.64521201,38.32514164,0.04448522,0.18116321,0.09383812
9.0,87.0,48.0,9.0,87.0,48.0,-0.44320451,0.0,3.43806879,70.45817195,39.23073455,0.03881124,0.15061226,0.0803139
9.0,89.0,49.0,9.0,89.0,49.0,-0.44494184,0.0,3.44540408,72.37388573,40.17164074,0.0367586,0.17121276,0.09195726
9.0,91.0,50.0,9.0,91.0,50.0,-0.44582382,0.0,3.44101399,74.18950028,41.11395814,0.04042039,0.18401782,0.0997138
9.0,93.0,51.0,9.0,93.0,51.0,-0.44715918,0.0,3.44855453,76.00510521,42.01857385,0.03179602,0.21468082,0.08564925
9.0,95.0,52.0,9.0,95.0,52.0,-0.44846737,0.0,3.44021419,77.89377699,42.96085007,0.04569316,0.15665298,0.07797483
9.0,97.0,53.0,9.0,97.0,53.0,-0.44960241,0.0,3.43972512,79.77573714,43.90833469,0.03559267,0.14671637,0.08969846
9.0,99.0,54.0,9.0,99.0,54.0,-0.45078757,0.0,3.44228603,81.67133775,44.85478764,0.03555478,0.18542956,0.0736485
9.0,101.0,55.0,9.0,101.0,55.0,-0.45179129,0.0,3.45464772,83.46199532,45.75453849,0.04380443,0.1634715,0.10021406
9.0,103.0,56.0,9.0,103.0,56.0,-0.4524367,0.0,3.44290358,85.3475118,46.73308624,0.04010176,0.16864541,0.08701853
9.0,105.0,57.0,9.0,105.0,57.0,-0.45375177,0.0,3.45762792,87.27585438,47.67422346,0.03558488,0.17327988,0.09491573
9.0,107.0,58.0,9.0,107.0,58.0,-0.45489818,0.0,3.4340112,89.13902369,48.58979813,0.05418306,0.15248411,0.09885478
9.0,109.0,59.0,9.0,109.0,59.0,-0.45539205,0.0,3.43544841,90.94994711,49.53201019,0.04376347,0.15777085,0.08224218
11.0,5.0,8.0,11.0,5.0,8.0,-0.12579853,0.0,4.80636054,1.04108976,4.20128738,0.0564567,0.0205637,0.04005856
11.0,7.0,9.0,11.0,7.0,9.0,0.0325056,1.0,4.80720827,2.16844163,4.96311547,0.03995595,0.02964087,0.03543221
11.0,9.0,10.0,11.0,9.0,10.0,0.19331212,1.0,4.81079482,3.44808122,5.74021872,0.05064907,0.05462326,0.03595347
11.0,11.0,11.0,11.0,11.0,11.0,0.35157263,1.0,4.81008893,4.80483718,6.52714983,0.04189102,0.04339273,0.0483002
11.0,13.0,12.0,11.0,13.0,12.0,0.17421673,1.0,4.81040221,6.23634508,7.32234647,0.04726016,0.05517389,0.04159786
11.0,15.0,13.0,11.0,15.0,13.0,0.05450124,1.0,4.79943221,7.71297311,8.13284954,0.05120436,0.06331912,0.04561527
11.0,17.0,14.0,11.0,17.0,14.0,-0.02965736,0.0,4.81036875,9.21730258,8.94345507,0.04453124,0.07227015,0.05301296
11.0,19.0,15.0,11.0,19.0,15.0,-0.09181753,0.0,4.82034947,10.75718249,9.76917279,0.038414,0.06322497,0.05180393
11.0,21.0,16.0,11.0,21.0,16.0,-0.14115123,0.0,4.80072527,12.35018674,10.60635425,0.04917104,0.09618041,0.05518675
11.0,23.0,17.0,11.0,23.0,17.0,-0.17893301,0.0,4.81075648,13.93831848,11.44388794,0.05578563,0.08903447,0.05090637
11.0,25.0,18.0,11.0,25.0,18.0,-0.21014538,0.0,4.80189637,15.57244245,12.29956169,0.04671191,0.09327414,0.05006415
11.0,27.0,19.0,11.0,27.0,19.0,-0.23655606,0.0,4.8035232,17.21282507,13.1407341,0.05191948,0.0912793,0.06215901
11.0,29.0,20.0,11.0,29.0,20.0,-0.25826875,0.0,4.81118949,18.87009928,13.99630007,0.05129965,0.09574775,0.06154058
11.0,31.0,21.0,11.0,31.0,21.0,-0.2765718,0.0,4.80108144,20.52399704,14.84743486,0.0467792,0.08455564,0.05760597
11.0,33.0,22.0,11.0,33.0,22.0,-0.29218705,0.0,4.79488148,22.21090348,15.72095367,0.04478324,0.09746227,0.06850269
11.0,35.0,23.0,11.0,35.0,23.0,-0.30634752,0.0,4.81251335,23.92107884,16.5926716,0.056687,0.10376095,0.05992684
11.0,37.0,24.0,11.0,37.0,24.0,-0.31829267,0.0,4.81596581,25.63664204,17.4764519,0.04911815,0.10239021,0.05498927
11.0,39.0,25.0,11.0,39.0,25.0,-0.32968613,0.0,4.81054935,27.35318446,18.335115,0.04612179,0.09479438,0.07139286
11.0,41.0,26.0,11.0,41.0,26.0,-0.33904466,0.0,4.80477531,29.07782226,19.21895028,0.04673112,0.10757207,0.0638274
11.0,43.0,27.0,11.0,43.0,27.0,-0.34735826,0.0,4.80742455,30.78945797,20.09425363,0.048682,0.10327568,0.06216836
11.0,45.0,28.0,11.0,45.0,28.0,-0.35473501,0.0,4.81307043,32.51986755,20.9837262,0.05001016,0.11336161,0.06300498
11.0,47.0,29.0,11.0,47.0,29.0,-0.36175716,0.0,4.80468108,34.28192616,21.88003437,0.0571619,0.12084033,0.06157275
11.0,49.0,30.0,11.0,49.0,30.0,-0.36806195,0.0,4.81457286,36.03814405,22.77375279,0.04450933,0.11815506,0.06833929
11.0,51.0,31.0,11.0,51.0,31.0,-0.37407113,0.0,4.78943788,37.80651098,23.66400028,0.05361837,0.14089636,0.07945713
11.0,53.0,32.0,11.0,53.0,32.0,-0.37934194,0.0,4.79576889,39.5882204,24.570547,0.05472485,0.13250617,0.06742987
11.0,55.0,33.0,11.0,55.0,33.0,-0.38461491,0.0,4.79364323,41.38593703,25.46818214,0.052504,0.10156395,0.07340885
11.0,57.0,34.0,11.0,57.0,34.0,-0.38883601,0.0,4.80770976,43.16565143,26.38102653,0.05692041,0.15493336,0.06450867
11.0,59.0,35.0,11.0,59.0,35.0,-0.3932605,0.0,4.80375512,44.96141777,27.27970355,0.05405874,0.12562131,0.06785052
11.0,61.0,36.0,11.0,61.0,36.0,-0.39648472,0.0,4.80159733,46.69171494,28.1790392,0.04206231,0.13265883,0.08340048
11.0,63.0,37.0,11.0,63.0,37.0,-0.40021182,0.0,4.81807822,48.51805795,29.10043243,0.04917947,0.12471896,0.07346378
11.0,65.0,38.0,11.0,65.0,38.0,-0.40424401,0.0,4.80796923,50.32904375,29.98366824,0.0606648,0.15830259,0.0846753
11.0,67.0,39.0,11.0,67.0,39.0,-0.40685456,0.0,4.79732188,52.11178662,30.90968049,0.0588803,0.17517326,0.090183
11.0,69.0,40.0,11.0,69.0,40.0,-0.4098273,0.0,4.81164113,53.94448354,31.83643297,0.04575054,0.12588762,0.0736485
11.0,71.0,41.0,11.0,71.0,41.0,-0.41315467,0.0,4.80994808,55.79894579,32.74524207,0.04979279,0.14189298,0.07770869
